,endTime,artistName,trackName,msPlayed,UniqueID,In Library,album,track_uri,genres
22296,2022-07-29 12:55,The Weeknd,Is There Someone Else?,199111,The Weeknd:Is There Someone Else?,0,,,canadian contemporary r&b
22297,2022-07-29 12:55,The Weeknd,Is There Someone Else?,199111,The Weeknd:Is There Someone Else?,0,,,canadian pop
22298,2022-07-29 12:55,The Weeknd,Is There Someone Else?,199111,The Weeknd:Is There Someone Else?,0,,,pop
22299,2022-07-29 13:56,The Weeknd,Starry Eyes,109740,The Weeknd:Starry Eyes,0,,,canadian contemporary r&b
22300,2022-07-29 13:56,The Weeknd,Starry Eyes,109740,The Weeknd:Starry Eyes,0,,,canadian pop
22301,2022-07-29 13:56,The Weeknd,Starry Eyes,109740,The Weeknd:Starry Eyes,0,,,pop
22302,2022-07-29 14:08,Erkin Koray,Tek Başına,296704,Erkin Koray:Tek Başına,0,,,anadolu rock
22303,2022-07-29 14:14,Barış Manço,Dönence,410066,Barış Manço:Dönence,0,,,anadolu rock
22304,2022-07-29 14:14,Barış Manço,Dönence,410066,Barış Manço:Dönence,0,,,turkish instrumental
22305,2022-07-29 14:14,Barış Manço,Dönence,410066,Barış Manço:Dönence,0,,,turkish psych
22306,2022-07-29 14:14,Barış Manço,Dönence,410066,Barış Manço:Dönence,0,,,turkish rock
22307,2022-07-29 14:35,Barış Manço,Alla Beni Pulla Beni,5628,Barış Manço:Alla Beni Pulla Beni,0,,,anadolu rock
22308,2022-07-29 14:35,Barış Manço,Alla Beni Pulla Beni,5628,Barış Manço:Alla Beni Pulla Beni,0,,,turkish instrumental
22309,2022-07-29 14:35,Barış Manço,Alla Beni Pulla Beni,5628,Barış Manço:Alla Beni Pulla Beni,0,,,turkish psych
22310,2022-07-29 14:35,Barış Manço,Alla Beni Pulla Beni,5628,Barış Manço:Alla Beni Pulla Beni,0,,,turkish rock
22311,2022-07-29 22:14,Erkin Koray,Akrebin Gözleri,423933,Erkin Koray:Akrebin Gözleri,0,,,anadolu rock
22312,2022-07-29 22:16,Hermanos Gutiérrez,Cerca De Ti,108853,Hermanos Gutiérrez:Cerca De Ti,0,,,
22313,2022-07-29 22:19,Hermanos Gutiérrez,Mesa Redonda,175405,Hermanos Gutiérrez:Mesa Redonda,0,,,
22314,2022-07-29 22:22,Hermanos Gutiérrez,Hijos Del Sol,176698,Hermanos Gutiérrez:Hijos Del Sol,0,,,
22315,2022-07-29 22:26,Hermanos Gutiérrez,Nuevo Mundo,264737,Hermanos Gutiérrez:Nuevo Mundo,0,,,
22316,2022-07-29 22:30,Hermanos Gutiérrez,El Jardin,200725,Hermanos Gutiérrez:El Jardin,0,,,
22317,2022-07-29 22:36,Hermanos Gutiérrez,El Camino De Mi Alma,361000,Hermanos Gutiérrez:El Camino De Mi Alma,0,,,
22318,2022-07-29 22:40,Hermanos Gutiérrez,Mi Amor,266000,Hermanos Gutiérrez:Mi Amor,0,,,
22319,2022-07-29 22:46,Hermanos Gutiérrez,Esperanza,328773,Hermanos Gutiérrez:Esperanza,0,,,
22320,2022-07-29 22:49,Hermanos Gutiérrez,Western Bronco,194000,Hermanos Gutiérrez:Western Bronco,0,,,
22321,2022-07-29 22:51,Hermanos Gutiérrez,Hoy Como Ayer,122733,Hermanos Gutiérrez:Hoy Como Ayer,0,,,
22322,2022-07-29 22:54,Hermanos Gutiérrez,Mesa Redonda,175405,Hermanos Gutiérrez:Mesa Redonda,0,,,
22323,2022-07-29 22:57,Hermanos Gutiérrez,Western Bronco,194000,Hermanos Gutiérrez:Western Bronco,0,,,
22324,2022-07-29 22:58,Hermanos Gutiérrez,Recuerdos,62793,Hermanos Gutiérrez:Recuerdos,0,,,
22325,2022-07-29 23:01,Hermanos Gutiérrez,Hijos Del Sol,176698,Hermanos Gutiérrez:Hijos Del Sol,0,,,
22326,2022-07-29 23:57,Hermanos Gutiérrez,Agua Roja,106627,Hermanos Gutiérrez:Agua Roja,0,,,
22327,2022-07-30 13:06,Kamufle,Gidin Başımdan,168459,Kamufle:Gidin Başımdan,0,,,turkish hip hop
