,endTime,artistName,trackName,msPlayed,UniqueID,In Library,album,track_uri,genres
3693,2022-03-05 21:36,TOOL,Schism,403533,TOOL:Schism,0,,,"['alternative metal', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']"
3694,2022-03-05 21:44,System Of A Down,Holy Mountains,232948,System Of A Down:Holy Mountains,0,,,"['alternative metal', 'nu metal', 'rap metal']"
3695,2022-03-05 21:48,System Of A Down,Aerials,235053,System Of A Down:Aerials,0,,,"['alternative metal', 'nu metal', 'rap metal']"
3696,2022-03-05 21:51,System Of A Down,Lonely Day,167906,System Of A Down:Lonely Day,0,,,"['alternative metal', 'nu metal', 'rap metal']"
3697,2022-03-05 21:54,System Of A Down,Sugar,153800,System Of A Down:Sugar,0,,,"['alternative metal', 'nu metal', 'rap metal']"
3698,2022-03-05 21:57,System Of A Down,Hypnotize,189440,System Of A Down:Hypnotize,0,,,"['alternative metal', 'nu metal', 'rap metal']"
3699,2022-03-05 21:57,System Of A Down,Radio/Video,6692,System Of A Down:Radio/Video,0,,,"['alternative metal', 'nu metal', 'rap metal']"
3700,2022-03-05 22:21,Fleetwood Mac,Dreams - 2004 Remaster,6385,Fleetwood Mac:Dreams - 2004 Remaster,0,,,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
3701,2022-03-05 22:21,Fleetwood Mac,The Chain - 2004 Remaster,7604,Fleetwood Mac:The Chain - 2004 Remaster,0,,,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
3702,2022-03-05 22:21,Fleetwood Mac,The Chain - 2004 Remaster,6431,Fleetwood Mac:The Chain - 2004 Remaster,0,,,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
3703,2022-03-05 22:21,Fleetwood Mac,Gypsy,12573,Fleetwood Mac:Gypsy,0,,,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
3704,2022-03-05 22:21,Fleetwood Mac,Go Your Own Way - 2004 Remaster,9798,Fleetwood Mac:Go Your Own Way - 2004 Remaster,0,,,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
3705,2022-03-06 12:23,Rammstein,Sonne,272440,Rammstein:Sonne,0,,,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
3706,2022-03-06 12:27,Rammstein,Ausländer,231603,Rammstein:Ausländer,0,,,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
3707,2022-03-06 12:30,Rammstein,Engel,163863,Rammstein:Engel,0,,,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
3708,2022-03-06 13:04,Rammstein,Engel,269467,Rammstein:Engel,0,,,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
3709,2022-03-06 13:08,Rammstein,Amerika,226760,Rammstein:Amerika,0,,,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
3710,2022-03-06 13:08,Rammstein,Ich will,34021,Rammstein:Ich will,0,,,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
3711,2022-03-06 13:12,Claire Laffut,Vérité,225896,Claire Laffut:Vérité,0,,,"['french indie pop', 'french indietronica']"
3712,2022-03-06 13:17,Christian Larsson,Unshaken,260250,Christian Larsson:Unshaken,0,,,[]
3713,2022-03-06 13:23,Okta Logue,Runway Markings,385906,Okta Logue:Runway Markings,1,Runway Markings,0lK3N42BJ6mJ817MOUCDvN,['german alternative rock']
