,track_uri,artist_uri,genres,artist_name,track_name
0,39u3fJ8HNR4PLlGBirvjBi,2FXC3k01G6Gw61bmprjgqS,irish singer-songwriter,Hozier,Like Real People Do
1,39u3fJ8HNR4PLlGBirvjBi,2FXC3k01G6Gw61bmprjgqS,pop,Hozier,Like Real People Do
2,6ZAJkghLCraONrwsyaNMvw,0J7U24vlOOIeMpuaO6Q85A,la pop,LP,Into the Wild
3,6ZAJkghLCraONrwsyaNMvw,0J7U24vlOOIeMpuaO6Q85A,women's music,LP,Into the Wild
4,0GbxcbGWZyccF5vGGp4yYF,0ou1EkRCAJcfRv2P1qKVPo,turkish alternative,Flört,Şakalar
5,0GbxcbGWZyccF5vGGp4yYF,0ou1EkRCAJcfRv2P1qKVPo,turkish alternative rock,Flört,Şakalar
6,0GbxcbGWZyccF5vGGp4yYF,0ou1EkRCAJcfRv2P1qKVPo,turkish psych,Flört,Şakalar
7,0GbxcbGWZyccF5vGGp4yYF,0ou1EkRCAJcfRv2P1qKVPo,turkish rock,Flört,Şakalar
8,1oyDmnMAXSZiq1kVpjB3xU,0k17h0D3J5VfsdmQ1iZtE9,album rock,Pink Floyd,"Prelude (The Wall Work In Progress, Pt. 1, 1979) [Programme 2] [Roger Original Demo] - 2011 Remastered Version"
9,1oyDmnMAXSZiq1kVpjB3xU,0k17h0D3J5VfsdmQ1iZtE9,art rock,Pink Floyd,"Prelude (The Wall Work In Progress, Pt. 1, 1979) [Programme 2] [Roger Original Demo] - 2011 Remastered Version"
10,1oyDmnMAXSZiq1kVpjB3xU,0k17h0D3J5VfsdmQ1iZtE9,classic rock,Pink Floyd,"Prelude (The Wall Work In Progress, Pt. 1, 1979) [Programme 2] [Roger Original Demo] - 2011 Remastered Version"
11,1oyDmnMAXSZiq1kVpjB3xU,0k17h0D3J5VfsdmQ1iZtE9,progressive rock,Pink Floyd,"Prelude (The Wall Work In Progress, Pt. 1, 1979) [Programme 2] [Roger Original Demo] - 2011 Remastered Version"
12,1oyDmnMAXSZiq1kVpjB3xU,0k17h0D3J5VfsdmQ1iZtE9,psychedelic rock,Pink Floyd,"Prelude (The Wall Work In Progress, Pt. 1, 1979) [Programme 2] [Roger Original Demo] - 2011 Remastered Version"
13,1oyDmnMAXSZiq1kVpjB3xU,0k17h0D3J5VfsdmQ1iZtE9,rock,Pink Floyd,"Prelude (The Wall Work In Progress, Pt. 1, 1979) [Programme 2] [Roger Original Demo] - 2011 Remastered Version"
14,1oyDmnMAXSZiq1kVpjB3xU,0k17h0D3J5VfsdmQ1iZtE9,symphonic rock,Pink Floyd,"Prelude (The Wall Work In Progress, Pt. 1, 1979) [Programme 2] [Roger Original Demo] - 2011 Remastered Version"
15,1nKzIXBZOaNlrIehmfxUlh,0ybFZ2Ab08V8hueghSXm6E,alternative metal,Opeth,The Ward
16,1nKzIXBZOaNlrIehmfxUlh,0ybFZ2Ab08V8hueghSXm6E,metal,Opeth,The Ward
17,1nKzIXBZOaNlrIehmfxUlh,0ybFZ2Ab08V8hueghSXm6E,progressive death metal,Opeth,The Ward
18,1nKzIXBZOaNlrIehmfxUlh,0ybFZ2Ab08V8hueghSXm6E,progressive metal,Opeth,The Ward
19,1nKzIXBZOaNlrIehmfxUlh,0ybFZ2Ab08V8hueghSXm6E,rock,Opeth,The Ward
20,1nKzIXBZOaNlrIehmfxUlh,0ybFZ2Ab08V8hueghSXm6E,swedish metal,Opeth,The Ward
21,1nKzIXBZOaNlrIehmfxUlh,0ybFZ2Ab08V8hueghSXm6E,swedish progressive metal,Opeth,The Ward
22,2xmIfYKNYsPBomMk7totZU,5ixQSDvAMa5O758xG8MWXT,turkish alternative,mor ve ötesi,Bazen - Remastered
23,2xmIfYKNYsPBomMk7totZU,5ixQSDvAMa5O758xG8MWXT,turkish alternative rock,mor ve ötesi,Bazen - Remastered
24,2xmIfYKNYsPBomMk7totZU,5ixQSDvAMa5O758xG8MWXT,turkish rock,mor ve ötesi,Bazen - Remastered
25,1hKdDCpiI9mqz1jVHRKG0E,2ye2Wgw4gimLv2eAKyk1NB,hard rock,Metallica,Enter Sandman
26,1hKdDCpiI9mqz1jVHRKG0E,2ye2Wgw4gimLv2eAKyk1NB,metal,Metallica,Enter Sandman
27,1hKdDCpiI9mqz1jVHRKG0E,2ye2Wgw4gimLv2eAKyk1NB,old school thrash,Metallica,Enter Sandman
28,1hKdDCpiI9mqz1jVHRKG0E,2ye2Wgw4gimLv2eAKyk1NB,rock,Metallica,Enter Sandman
29,1hKdDCpiI9mqz1jVHRKG0E,2ye2Wgw4gimLv2eAKyk1NB,thrash metal,Metallica,Enter Sandman
30,2TC932wsI4iELlaG3n6cTp,0ybFZ2Ab08V8hueghSXm6E,alternative metal,Opeth,Sorceress - Live
31,2TC932wsI4iELlaG3n6cTp,0ybFZ2Ab08V8hueghSXm6E,metal,Opeth,Sorceress - Live
32,2TC932wsI4iELlaG3n6cTp,0ybFZ2Ab08V8hueghSXm6E,progressive death metal,Opeth,Sorceress - Live
33,2TC932wsI4iELlaG3n6cTp,0ybFZ2Ab08V8hueghSXm6E,progressive metal,Opeth,Sorceress - Live
34,2TC932wsI4iELlaG3n6cTp,0ybFZ2Ab08V8hueghSXm6E,rock,Opeth,Sorceress - Live
35,2TC932wsI4iELlaG3n6cTp,0ybFZ2Ab08V8hueghSXm6E,swedish metal,Opeth,Sorceress - Live
36,2TC932wsI4iELlaG3n6cTp,0ybFZ2Ab08V8hueghSXm6E,swedish progressive metal,Opeth,Sorceress - Live
37,0kdhcGtjQVFuyXZOu3roZl,2ye2Wgw4gimLv2eAKyk1NB,hard rock,Metallica,Spit Out The Bone
38,0kdhcGtjQVFuyXZOu3roZl,2ye2Wgw4gimLv2eAKyk1NB,metal,Metallica,Spit Out The Bone
39,0kdhcGtjQVFuyXZOu3roZl,2ye2Wgw4gimLv2eAKyk1NB,old school thrash,Metallica,Spit Out The Bone
40,0kdhcGtjQVFuyXZOu3roZl,2ye2Wgw4gimLv2eAKyk1NB,rock,Metallica,Spit Out The Bone
41,0kdhcGtjQVFuyXZOu3roZl,2ye2Wgw4gimLv2eAKyk1NB,thrash metal,Metallica,Spit Out The Bone
42,1eNDXqOhiOMTm6pyRZ9SYZ,1Hy8tdpH9ygqoohumHZqVl,turkish pop,Athena,Tek Başına
43,1eNDXqOhiOMTm6pyRZ9SYZ,1Hy8tdpH9ygqoohumHZqVl,turkish punk,Athena,Tek Başına
44,1eNDXqOhiOMTm6pyRZ9SYZ,1Hy8tdpH9ygqoohumHZqVl,turkish rock,Athena,Tek Başına
45,4Po5JZuDOXRGHFt0Uhwn80,5ixQSDvAMa5O758xG8MWXT,turkish alternative,mor ve ötesi,Oyunbozan
46,4Po5JZuDOXRGHFt0Uhwn80,5ixQSDvAMa5O758xG8MWXT,turkish alternative rock,mor ve ötesi,Oyunbozan
47,4Po5JZuDOXRGHFt0Uhwn80,5ixQSDvAMa5O758xG8MWXT,turkish rock,mor ve ötesi,Oyunbozan
48,1Tn5ABXYrkYhse5SaAHfOD,4EzkuveR9pLvDVFNx6foYD,neo mellow,James Bay,Scars - James Bay Spotify Session 2015
49,1Tn5ABXYrkYhse5SaAHfOD,4EzkuveR9pLvDVFNx6foYD,pop,James Bay,Scars - James Bay Spotify Session 2015
50,1Tn5ABXYrkYhse5SaAHfOD,4EzkuveR9pLvDVFNx6foYD,uk pop,James Bay,Scars - James Bay Spotify Session 2015
51,67pcV804P7wf2HTrAn9Lnz,2HPYUQ6GsPbZHvkyYe2jdm,midwest americana,Shawn James,Delilah
52,0HsrR8Z5c27Uebay5bxaP4,278ZYwGhdK6QTzE3MFePnP,alternative metal,Trivium,Rise Above the Tides
53,0HsrR8Z5c27Uebay5bxaP4,278ZYwGhdK6QTzE3MFePnP,melodic metalcore,Trivium,Rise Above the Tides
54,0HsrR8Z5c27Uebay5bxaP4,278ZYwGhdK6QTzE3MFePnP,melodic thrash,Trivium,Rise Above the Tides
55,0HsrR8Z5c27Uebay5bxaP4,278ZYwGhdK6QTzE3MFePnP,metal,Trivium,Rise Above the Tides
56,0HsrR8Z5c27Uebay5bxaP4,278ZYwGhdK6QTzE3MFePnP,metalcore,Trivium,Rise Above the Tides
57,0HsrR8Z5c27Uebay5bxaP4,278ZYwGhdK6QTzE3MFePnP,nu metal,Trivium,Rise Above the Tides
58,34NSIJTJ2YL1qvhbGZ5Osa,1Hy8tdpH9ygqoohumHZqVl,turkish pop,Athena,Gülün Dikeni
59,34NSIJTJ2YL1qvhbGZ5Osa,1Hy8tdpH9ygqoohumHZqVl,turkish punk,Athena,Gülün Dikeni
60,34NSIJTJ2YL1qvhbGZ5Osa,1Hy8tdpH9ygqoohumHZqVl,turkish rock,Athena,Gülün Dikeni
61,7lHysgMT8aMfNsyaYDbKDT,4q2SZIdLq6YTc9cZLCclWc,turkish rock,Son Feci Bisiklet,Çok
62,4jO6mPzrEfpNvVddyo5eBW,28ExwzUQsvgJooOI0X1mr3,conscious hip hop,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
63,4jO6mPzrEfpNvVddyo5eBW,28ExwzUQsvgJooOI0X1mr3,gangster rap,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
64,4jO6mPzrEfpNvVddyo5eBW,28ExwzUQsvgJooOI0X1mr3,hip hop,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
65,4jO6mPzrEfpNvVddyo5eBW,28ExwzUQsvgJooOI0X1mr3,pop rap,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
66,4jO6mPzrEfpNvVddyo5eBW,28ExwzUQsvgJooOI0X1mr3,rap,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
67,4jO6mPzrEfpNvVddyo5eBW,28ExwzUQsvgJooOI0X1mr3,southern hip hop,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
68,4jO6mPzrEfpNvVddyo5eBW,28ExwzUQsvgJooOI0X1mr3,trap,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
69,4jO6mPzrEfpNvVddyo5eBW,28ExwzUQsvgJooOI0X1mr3,underground hip hop,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
70,0pQ4VEu8ZXF1rKoeaXThWs,0ECwFtbIWEVNwjlrfc6xoL,album rock,Eagles,Seven Bridges Road - Live; 2013 Remaster
71,0pQ4VEu8ZXF1rKoeaXThWs,0ECwFtbIWEVNwjlrfc6xoL,classic rock,Eagles,Seven Bridges Road - Live; 2013 Remaster
72,0pQ4VEu8ZXF1rKoeaXThWs,0ECwFtbIWEVNwjlrfc6xoL,country rock,Eagles,Seven Bridges Road - Live; 2013 Remaster
73,0pQ4VEu8ZXF1rKoeaXThWs,0ECwFtbIWEVNwjlrfc6xoL,folk rock,Eagles,Seven Bridges Road - Live; 2013 Remaster
74,0pQ4VEu8ZXF1rKoeaXThWs,0ECwFtbIWEVNwjlrfc6xoL,heartland rock,Eagles,Seven Bridges Road - Live; 2013 Remaster
75,0pQ4VEu8ZXF1rKoeaXThWs,0ECwFtbIWEVNwjlrfc6xoL,mellow gold,Eagles,Seven Bridges Road - Live; 2013 Remaster
76,0pQ4VEu8ZXF1rKoeaXThWs,0ECwFtbIWEVNwjlrfc6xoL,rock,Eagles,Seven Bridges Road - Live; 2013 Remaster
77,0pQ4VEu8ZXF1rKoeaXThWs,0ECwFtbIWEVNwjlrfc6xoL,soft rock,Eagles,Seven Bridges Road - Live; 2013 Remaster
78,0pQ4VEu8ZXF1rKoeaXThWs,0ECwFtbIWEVNwjlrfc6xoL,yacht rock,Eagles,Seven Bridges Road - Live; 2013 Remaster
79,0zQW7yRMSMJsbivWkWFEdj,2ye2Wgw4gimLv2eAKyk1NB,hard rock,Metallica,Last Caress / Green Hell
80,0zQW7yRMSMJsbivWkWFEdj,2ye2Wgw4gimLv2eAKyk1NB,metal,Metallica,Last Caress / Green Hell
81,0zQW7yRMSMJsbivWkWFEdj,2ye2Wgw4gimLv2eAKyk1NB,old school thrash,Metallica,Last Caress / Green Hell
82,0zQW7yRMSMJsbivWkWFEdj,2ye2Wgw4gimLv2eAKyk1NB,rock,Metallica,Last Caress / Green Hell
83,0zQW7yRMSMJsbivWkWFEdj,2ye2Wgw4gimLv2eAKyk1NB,thrash metal,Metallica,Last Caress / Green Hell
84,0iL3w8Wt9vaHYrpfhiDYhM,1xHQO9GJIW9OXHxGBISYc5,electropop,Marian Hill,I Want You
85,6aFqTbWfJDa1PS3PBYguVr,5ixQSDvAMa5O758xG8MWXT,turkish alternative,mor ve ötesi,Pis - Remastered
86,6aFqTbWfJDa1PS3PBYguVr,5ixQSDvAMa5O758xG8MWXT,turkish alternative rock,mor ve ötesi,Pis - Remastered
87,6aFqTbWfJDa1PS3PBYguVr,5ixQSDvAMa5O758xG8MWXT,turkish rock,mor ve ötesi,Pis - Remastered
88,5aAx2yezTd8zXrkmtKl66Z,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,The Weeknd,Starboy
89,5aAx2yezTd8zXrkmtKl66Z,1Xyo4u8uXC1ZmMpatF05PJ,canadian pop,The Weeknd,Starboy
90,5aAx2yezTd8zXrkmtKl66Z,1Xyo4u8uXC1ZmMpatF05PJ,pop,The Weeknd,Starboy
91,0DJpn2HBj2jROeLynBU2za,0k17h0D3J5VfsdmQ1iZtE9,album rock,Pink Floyd,"Goodbye Cruel World (The Wall Work In Progress, Pt. 2, 1979) [Programme 3] [Band Demo] - 2011 Remastered Version"
92,0DJpn2HBj2jROeLynBU2za,0k17h0D3J5VfsdmQ1iZtE9,art rock,Pink Floyd,"Goodbye Cruel World (The Wall Work In Progress, Pt. 2, 1979) [Programme 3] [Band Demo] - 2011 Remastered Version"
93,0DJpn2HBj2jROeLynBU2za,0k17h0D3J5VfsdmQ1iZtE9,classic rock,Pink Floyd,"Goodbye Cruel World (The Wall Work In Progress, Pt. 2, 1979) [Programme 3] [Band Demo] - 2011 Remastered Version"
94,0DJpn2HBj2jROeLynBU2za,0k17h0D3J5VfsdmQ1iZtE9,progressive rock,Pink Floyd,"Goodbye Cruel World (The Wall Work In Progress, Pt. 2, 1979) [Programme 3] [Band Demo] - 2011 Remastered Version"
95,0DJpn2HBj2jROeLynBU2za,0k17h0D3J5VfsdmQ1iZtE9,psychedelic rock,Pink Floyd,"Goodbye Cruel World (The Wall Work In Progress, Pt. 2, 1979) [Programme 3] [Band Demo] - 2011 Remastered Version"
96,0DJpn2HBj2jROeLynBU2za,0k17h0D3J5VfsdmQ1iZtE9,rock,Pink Floyd,"Goodbye Cruel World (The Wall Work In Progress, Pt. 2, 1979) [Programme 3] [Band Demo] - 2011 Remastered Version"
97,0DJpn2HBj2jROeLynBU2za,0k17h0D3J5VfsdmQ1iZtE9,symphonic rock,Pink Floyd,"Goodbye Cruel World (The Wall Work In Progress, Pt. 2, 1979) [Programme 3] [Band Demo] - 2011 Remastered Version"
98,1P0pdzXISYfv6dxGHiZJiz,2ye2Wgw4gimLv2eAKyk1NB,hard rock,Metallica,Cure
99,1P0pdzXISYfv6dxGHiZJiz,2ye2Wgw4gimLv2eAKyk1NB,metal,Metallica,Cure
100,1P0pdzXISYfv6dxGHiZJiz,2ye2Wgw4gimLv2eAKyk1NB,old school thrash,Metallica,Cure
101,1P0pdzXISYfv6dxGHiZJiz,2ye2Wgw4gimLv2eAKyk1NB,rock,Metallica,Cure
102,1P0pdzXISYfv6dxGHiZJiz,2ye2Wgw4gimLv2eAKyk1NB,thrash metal,Metallica,Cure
103,1NowgoSsuog7vA6CUzysLS,3KdXhEwbqFHfNfSk7L9E87,alternative metal,Baroness,Foolsong
104,1NowgoSsuog7vA6CUzysLS,3KdXhEwbqFHfNfSk7L9E87,post-doom metal,Baroness,Foolsong
105,1NowgoSsuog7vA6CUzysLS,3KdXhEwbqFHfNfSk7L9E87,progressive sludge,Baroness,Foolsong
106,1NowgoSsuog7vA6CUzysLS,3KdXhEwbqFHfNfSk7L9E87,sludge metal,Baroness,Foolsong
107,731FfSwT658al1128ZwAQd,0ybFZ2Ab08V8hueghSXm6E,alternative metal,Opeth,Weakness - Remixed
108,731FfSwT658al1128ZwAQd,0ybFZ2Ab08V8hueghSXm6E,metal,Opeth,Weakness - Remixed
109,731FfSwT658al1128ZwAQd,0ybFZ2Ab08V8hueghSXm6E,progressive death metal,Opeth,Weakness - Remixed
110,731FfSwT658al1128ZwAQd,0ybFZ2Ab08V8hueghSXm6E,progressive metal,Opeth,Weakness - Remixed
111,731FfSwT658al1128ZwAQd,0ybFZ2Ab08V8hueghSXm6E,rock,Opeth,Weakness - Remixed
112,731FfSwT658al1128ZwAQd,0ybFZ2Ab08V8hueghSXm6E,swedish metal,Opeth,Weakness - Remixed
113,731FfSwT658al1128ZwAQd,0ybFZ2Ab08V8hueghSXm6E,swedish progressive metal,Opeth,Weakness - Remixed
114,4AqyvX2eZQl8A3CatlIG8Y,5ixQSDvAMa5O758xG8MWXT,turkish alternative,mor ve ötesi,Beyaz - Remastered
115,4AqyvX2eZQl8A3CatlIG8Y,5ixQSDvAMa5O758xG8MWXT,turkish alternative rock,mor ve ötesi,Beyaz - Remastered
116,4AqyvX2eZQl8A3CatlIG8Y,5ixQSDvAMa5O758xG8MWXT,turkish rock,mor ve ötesi,Beyaz - Remastered
117,4tPHifDxjD7CYnO2HmvZ45,4q2SZIdLq6YTc9cZLCclWc,turkish rock,Son Feci Bisiklet,Gece
118,1EdJkCA1Zrl9R0IbSviIfE,6mdiAmATAx73kdxrNrnlao,hard rock,Iron Maiden,Chains Of Misery - 1998 Remastered Version
119,1EdJkCA1Zrl9R0IbSviIfE,6mdiAmATAx73kdxrNrnlao,metal,Iron Maiden,Chains Of Misery - 1998 Remastered Version
120,1EdJkCA1Zrl9R0IbSviIfE,6mdiAmATAx73kdxrNrnlao,nwobhm,Iron Maiden,Chains Of Misery - 1998 Remastered Version
121,1EdJkCA1Zrl9R0IbSviIfE,6mdiAmATAx73kdxrNrnlao,rock,Iron Maiden,Chains Of Misery - 1998 Remastered Version
122,517LA34JBvQVsH1ZxLHcpE,0ou1EkRCAJcfRv2P1qKVPo,turkish alternative,Flört,Hep Beraber
123,517LA34JBvQVsH1ZxLHcpE,0ou1EkRCAJcfRv2P1qKVPo,turkish alternative rock,Flört,Hep Beraber
124,517LA34JBvQVsH1ZxLHcpE,0ou1EkRCAJcfRv2P1qKVPo,turkish psych,Flört,Hep Beraber
125,517LA34JBvQVsH1ZxLHcpE,0ou1EkRCAJcfRv2P1qKVPo,turkish rock,Flört,Hep Beraber
126,1WOxmQAMnyvTdTuzZhuTBo,4EzkuveR9pLvDVFNx6foYD,neo mellow,James Bay,Need The Sun To Break
127,1WOxmQAMnyvTdTuzZhuTBo,4EzkuveR9pLvDVFNx6foYD,pop,James Bay,Need The Sun To Break
128,1WOxmQAMnyvTdTuzZhuTBo,4EzkuveR9pLvDVFNx6foYD,uk pop,James Bay,Need The Sun To Break
129,7ArimBXp3IZSukFk6b5siz,1g4J8P1JWwanNyyXckRX5W,turkish rock,Adamlar,Yanmış İçinden
130,3zIpWIYHCS1xngJ8FTPHJ0,0ybFZ2Ab08V8hueghSXm6E,alternative metal,Opeth,Demon of the Fall - Live
131,3zIpWIYHCS1xngJ8FTPHJ0,0ybFZ2Ab08V8hueghSXm6E,metal,Opeth,Demon of the Fall - Live
132,3zIpWIYHCS1xngJ8FTPHJ0,0ybFZ2Ab08V8hueghSXm6E,progressive death metal,Opeth,Demon of the Fall - Live
133,3zIpWIYHCS1xngJ8FTPHJ0,0ybFZ2Ab08V8hueghSXm6E,progressive metal,Opeth,Demon of the Fall - Live
134,3zIpWIYHCS1xngJ8FTPHJ0,0ybFZ2Ab08V8hueghSXm6E,rock,Opeth,Demon of the Fall - Live
135,3zIpWIYHCS1xngJ8FTPHJ0,0ybFZ2Ab08V8hueghSXm6E,swedish metal,Opeth,Demon of the Fall - Live
136,3zIpWIYHCS1xngJ8FTPHJ0,0ybFZ2Ab08V8hueghSXm6E,swedish progressive metal,Opeth,Demon of the Fall - Live
137,2PcLKxo6d9yO8rh04REWw6,7fxtWEwKKrFaykKItspdYg,indie folk,The Milk Carton Kids,Monterey
138,2PcLKxo6d9yO8rh04REWw6,7fxtWEwKKrFaykKItspdYg,new americana,The Milk Carton Kids,Monterey
139,2PcLKxo6d9yO8rh04REWw6,7fxtWEwKKrFaykKItspdYg,stomp and flutter,The Milk Carton Kids,Monterey
140,2PcLKxo6d9yO8rh04REWw6,7fxtWEwKKrFaykKItspdYg,stomp and holler,The Milk Carton Kids,Monterey
141,0cgz0Fa7bivUEwqI5Srj1P,0ybFZ2Ab08V8hueghSXm6E,alternative metal,Opeth,Reverie / Harlequin Forest
142,0cgz0Fa7bivUEwqI5Srj1P,0ybFZ2Ab08V8hueghSXm6E,metal,Opeth,Reverie / Harlequin Forest
143,0cgz0Fa7bivUEwqI5Srj1P,0ybFZ2Ab08V8hueghSXm6E,progressive death metal,Opeth,Reverie / Harlequin Forest
144,0cgz0Fa7bivUEwqI5Srj1P,0ybFZ2Ab08V8hueghSXm6E,progressive metal,Opeth,Reverie / Harlequin Forest
145,0cgz0Fa7bivUEwqI5Srj1P,0ybFZ2Ab08V8hueghSXm6E,rock,Opeth,Reverie / Harlequin Forest
146,0cgz0Fa7bivUEwqI5Srj1P,0ybFZ2Ab08V8hueghSXm6E,swedish metal,Opeth,Reverie / Harlequin Forest
147,0cgz0Fa7bivUEwqI5Srj1P,0ybFZ2Ab08V8hueghSXm6E,swedish progressive metal,Opeth,Reverie / Harlequin Forest
148,3iXNy7VaY9OqJFBwzhmbOh,0L8ExT028jH3ddEcZwqJJ5,alternative rock,Red Hot Chili Peppers,This Ticonderoga
149,3iXNy7VaY9OqJFBwzhmbOh,0L8ExT028jH3ddEcZwqJJ5,funk metal,Red Hot Chili Peppers,This Ticonderoga
150,3iXNy7VaY9OqJFBwzhmbOh,0L8ExT028jH3ddEcZwqJJ5,funk rock,Red Hot Chili Peppers,This Ticonderoga
151,3iXNy7VaY9OqJFBwzhmbOh,0L8ExT028jH3ddEcZwqJJ5,permanent wave,Red Hot Chili Peppers,This Ticonderoga
152,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,alternative metal,Machine Head,Battery
153,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,groove metal,Machine Head,Battery
154,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,hard rock,Machine Head,Battery
155,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,industrial metal,Machine Head,Battery
156,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,melodic groove metal,Machine Head,Battery
157,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,melodic metalcore,Machine Head,Battery
158,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,metal,Machine Head,Battery
159,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,metalcore,Machine Head,Battery
160,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,nu metal,Machine Head,Battery
161,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,progressive groove metal,Machine Head,Battery
162,41qtH15yLXrhzzP2Dx9Vcm,0lVlNsuGaOr9vMHCZIAKMt,rap rock,Machine Head,Battery
163,6TIU9Ehmi6dMzZK73Ym4yj,6eUKZXaKkcviH0Ku9w2n3V,pop,Ed Sheeran,Save Myself
164,6TIU9Ehmi6dMzZK73Ym4yj,6eUKZXaKkcviH0Ku9w2n3V,uk pop,Ed Sheeran,Save Myself
165,6rZssCJPEdQnyeEdNLKsr8,2YZyLoL8N0Wb9xBt1NhZWg,conscious hip hop,Kendrick Lamar,ELEMENT.
166,6rZssCJPEdQnyeEdNLKsr8,2YZyLoL8N0Wb9xBt1NhZWg,hip hop,Kendrick Lamar,ELEMENT.
167,6rZssCJPEdQnyeEdNLKsr8,2YZyLoL8N0Wb9xBt1NhZWg,rap,Kendrick Lamar,ELEMENT.
168,6rZssCJPEdQnyeEdNLKsr8,2YZyLoL8N0Wb9xBt1NhZWg,west coast rap,Kendrick Lamar,ELEMENT.
169,6kP57bEoT8R9ytlGUfUTmB,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,The Weeknd,Secrets
170,6kP57bEoT8R9ytlGUfUTmB,1Xyo4u8uXC1ZmMpatF05PJ,canadian pop,The Weeknd,Secrets
171,6kP57bEoT8R9ytlGUfUTmB,1Xyo4u8uXC1ZmMpatF05PJ,pop,The Weeknd,Secrets
172,0nGwI18bdYRjXTNTgHrcP9,1Hy8tdpH9ygqoohumHZqVl,turkish pop,Athena,Hazırla Beni
173,0nGwI18bdYRjXTNTgHrcP9,1Hy8tdpH9ygqoohumHZqVl,turkish punk,Athena,Hazırla Beni
174,0nGwI18bdYRjXTNTgHrcP9,1Hy8tdpH9ygqoohumHZqVl,turkish rock,Athena,Hazırla Beni
175,1bloF1LHgUVvPJLxrzxgu7,7jdFEYD2LTYjfwxOdlVjmc,icelandic indie,KALEO,Automobile
176,1bloF1LHgUVvPJLxrzxgu7,7jdFEYD2LTYjfwxOdlVjmc,icelandic rock,KALEO,Automobile
177,1bloF1LHgUVvPJLxrzxgu7,7jdFEYD2LTYjfwxOdlVjmc,modern alternative rock,KALEO,Automobile
178,4Rz2oMtjx93aWs2g6JSHys,2TImI3DW7o5MdRXJs4D37h,cali rap,SOB X RBE,Paramedic!
179,4Rz2oMtjx93aWs2g6JSHys,2TImI3DW7o5MdRXJs4D37h,trap,SOB X RBE,Paramedic!
180,4Rz2oMtjx93aWs2g6JSHys,2TImI3DW7o5MdRXJs4D37h,vapor trap,SOB X RBE,Paramedic!
181,4Rz2oMtjx93aWs2g6JSHys,2TImI3DW7o5MdRXJs4D37h,viral rap,SOB X RBE,Paramedic!
182,6OiZEXU5hBZHmnvRhaKbl5,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,The Weeknd,Attention
183,6OiZEXU5hBZHmnvRhaKbl5,1Xyo4u8uXC1ZmMpatF05PJ,canadian pop,The Weeknd,Attention
184,6OiZEXU5hBZHmnvRhaKbl5,1Xyo4u8uXC1ZmMpatF05PJ,pop,The Weeknd,Attention
185,2N1JAIGTexAyJ29wGMy55T,0ECwFtbIWEVNwjlrfc6xoL,album rock,Eagles,Those Shoes - 2013 Remaster
186,2N1JAIGTexAyJ29wGMy55T,0ECwFtbIWEVNwjlrfc6xoL,classic rock,Eagles,Those Shoes - 2013 Remaster
187,2N1JAIGTexAyJ29wGMy55T,0ECwFtbIWEVNwjlrfc6xoL,country rock,Eagles,Those Shoes - 2013 Remaster
188,2N1JAIGTexAyJ29wGMy55T,0ECwFtbIWEVNwjlrfc6xoL,folk rock,Eagles,Those Shoes - 2013 Remaster
189,2N1JAIGTexAyJ29wGMy55T,0ECwFtbIWEVNwjlrfc6xoL,heartland rock,Eagles,Those Shoes - 2013 Remaster
190,2N1JAIGTexAyJ29wGMy55T,0ECwFtbIWEVNwjlrfc6xoL,mellow gold,Eagles,Those Shoes - 2013 Remaster
191,2N1JAIGTexAyJ29wGMy55T,0ECwFtbIWEVNwjlrfc6xoL,rock,Eagles,Those Shoes - 2013 Remaster
192,2N1JAIGTexAyJ29wGMy55T,0ECwFtbIWEVNwjlrfc6xoL,soft rock,Eagles,Those Shoes - 2013 Remaster
